TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1999,April,THAILAND,FREIGHT ON BOARD PRICE,214,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1999,April,THAILAND,FREIGHT ON BOARD PRICE,200,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1999,April,THAILAND,FREIGHT ON BOARD PRICE,179,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1999,April,THAILAND,FREIGHT ON BOARD PRICE,172.67,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1999,April,THAILAND,FREIGHT ON BOARD PRICE,149,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1999,April,THAILAND,FREIGHT ON BOARD PRICE,147.67,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1999,May,THAILAND,FREIGHT ON BOARD PRICE,477,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1999,May,THAILAND,FREIGHT ON BOARD PRICE,210.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1999,May,THAILAND,FREIGHT ON BOARD PRICE,219.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1999,May,THAILAND,FREIGHT ON BOARD PRICE,198.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1999,May,THAILAND,FREIGHT ON BOARD PRICE,186.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1999,May,THAILAND,FREIGHT ON BOARD PRICE,169,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1999,May,THAILAND,FREIGHT ON BOARD PRICE,163.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1999,May,THAILAND,FREIGHT ON BOARD PRICE,145,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1999,May,THAILAND,FREIGHT ON BOARD PRICE,143.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1999,June,THAILAND,FREIGHT ON BOARD PRICE,509,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1999,June,THAILAND,FREIGHT ON BOARD PRICE,209.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1999,June,THAILAND,FREIGHT ON BOARD PRICE,218,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1999,June,THAILAND,FREIGHT ON BOARD PRICE,196,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1999,June,THAILAND,FREIGHT ON BOARD PRICE,182.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1999,June,THAILAND,FREIGHT ON BOARD PRICE,167,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1999,June,THAILAND,FREIGHT ON BOARD PRICE,161.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1999,June,THAILAND,FREIGHT ON BOARD PRICE,141,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1999,June,THAILAND,FREIGHT ON BOARD PRICE,139.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1999,July,THAILAND,FREIGHT ON BOARD PRICE,552,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1999,July,THAILAND,FREIGHT ON BOARD PRICE,198.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1999,July,THAILAND,FREIGHT ON BOARD PRICE,217,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1999,July,THAILAND,FREIGHT ON BOARD PRICE,189.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1999,July,THAILAND,FREIGHT ON BOARD PRICE,177.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1999,July,THAILAND,FREIGHT ON BOARD PRICE,166,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1999,July,THAILAND,FREIGHT ON BOARD PRICE,161.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1999,July,THAILAND,FREIGHT ON BOARD PRICE,145,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1999,July,THAILAND,FREIGHT ON BOARD PRICE,143,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,472.67,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,230.29,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,241.44,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,221.66,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,208.74,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,173,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,184.48,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,145.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1999,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,160.44,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,August,THAILAND,FREIGHT ON BOARD PRICE,543,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,August,THAILAND,FREIGHT ON BOARD PRICE,193.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,August,THAILAND,FREIGHT ON BOARD PRICE,208,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,August,THAILAND,FREIGHT ON BOARD PRICE,186.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,August,THAILAND,FREIGHT ON BOARD PRICE,175.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,August,THAILAND,FREIGHT ON BOARD PRICE,164,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,August,THAILAND,FREIGHT ON BOARD PRICE,160.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,August,THAILAND,FREIGHT ON BOARD PRICE,145,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,August,THAILAND,FREIGHT ON BOARD PRICE,143.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,September,THAILAND,FREIGHT ON BOARD PRICE,525,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,September,THAILAND,FREIGHT ON BOARD PRICE,184.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,September,THAILAND,FREIGHT ON BOARD PRICE,192,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,September,THAILAND,FREIGHT ON BOARD PRICE,178.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,September,THAILAND,FREIGHT ON BOARD PRICE,170,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,September,THAILAND,FREIGHT ON BOARD PRICE,161,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,September,THAILAND,FREIGHT ON BOARD PRICE,157,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,September,THAILAND,FREIGHT ON BOARD PRICE,145,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,September,THAILAND,FREIGHT ON BOARD PRICE,143.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,October,THAILAND,FREIGHT ON BOARD PRICE,523,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,October,THAILAND,FREIGHT ON BOARD PRICE,193,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,October,THAILAND,FREIGHT ON BOARD PRICE,200,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,October,THAILAND,FREIGHT ON BOARD PRICE,188,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,October,THAILAND,FREIGHT ON BOARD PRICE,176,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,October,THAILAND,FREIGHT ON BOARD PRICE,163,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,October,THAILAND,FREIGHT ON BOARD PRICE,157,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,October,THAILAND,FREIGHT ON BOARD PRICE,139,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,October,THAILAND,FREIGHT ON BOARD PRICE,137,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,November,THAILAND,FREIGHT ON BOARD PRICE,435,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,November,THAILAND,FREIGHT ON BOARD PRICE,191,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,November,THAILAND,FREIGHT ON BOARD PRICE,188.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,November,THAILAND,FREIGHT ON BOARD PRICE,185,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,November,THAILAND,FREIGHT ON BOARD PRICE,173,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,November,THAILAND,FREIGHT ON BOARD PRICE,158,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,November,THAILAND,FREIGHT ON BOARD PRICE,153.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,November,THAILAND,FREIGHT ON BOARD PRICE,130,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,November,THAILAND,FREIGHT ON BOARD PRICE,127.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,December,THAILAND,FREIGHT ON BOARD PRICE,374,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,December,THAILAND,FREIGHT ON BOARD PRICE,189.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,December,THAILAND,FREIGHT ON BOARD PRICE,187.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,December,THAILAND,FREIGHT ON BOARD PRICE,184.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,December,THAILAND,FREIGHT ON BOARD PRICE,173,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,December,THAILAND,FREIGHT ON BOARD PRICE,158,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,December,THAILAND,FREIGHT ON BOARD PRICE,153.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,December,THAILAND,FREIGHT ON BOARD PRICE,132,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,December,THAILAND,FREIGHT ON BOARD PRICE,129,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,January,THAILAND,FREIGHT ON BOARD PRICE,372,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,January,THAILAND,FREIGHT ON BOARD PRICE,190.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,January,THAILAND,FREIGHT ON BOARD PRICE,189,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,January,THAILAND,FREIGHT ON BOARD PRICE,184.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,January,THAILAND,FREIGHT ON BOARD PRICE,174.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,January,THAILAND,FREIGHT ON BOARD PRICE,158,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,January,THAILAND,FREIGHT ON BOARD PRICE,153,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,January,THAILAND,FREIGHT ON BOARD PRICE,137,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,January,THAILAND,FREIGHT ON BOARD PRICE,134.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,February,THAILAND,FREIGHT ON BOARD PRICE,351,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,February,THAILAND,FREIGHT ON BOARD PRICE,189.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,February,THAILAND,FREIGHT ON BOARD PRICE,183.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,February,THAILAND,FREIGHT ON BOARD PRICE,184.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,February,THAILAND,FREIGHT ON BOARD PRICE,174,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,February,THAILAND,FREIGHT ON BOARD PRICE,156,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,February,THAILAND,FREIGHT ON BOARD PRICE,151.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,February,THAILAND,FREIGHT ON BOARD PRICE,136,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,February,THAILAND,FREIGHT ON BOARD PRICE,134.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,March,THAILAND,FREIGHT ON BOARD PRICE,326,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,March,THAILAND,FREIGHT ON BOARD PRICE,181.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,March,THAILAND,FREIGHT ON BOARD PRICE,173.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,March,THAILAND,FREIGHT ON BOARD PRICE,175,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,March,THAILAND,FREIGHT ON BOARD PRICE,164.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,March,THAILAND,FREIGHT ON BOARD PRICE,146,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,March,THAILAND,FREIGHT ON BOARD PRICE,141.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,March,THAILAND,FREIGHT ON BOARD PRICE,127,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,March,THAILAND,FREIGHT ON BOARD PRICE,125.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,April,THAILAND,FREIGHT ON BOARD PRICE,322,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,April,THAILAND,FREIGHT ON BOARD PRICE,169.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,April,THAILAND,FREIGHT ON BOARD PRICE,164,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,April,THAILAND,FREIGHT ON BOARD PRICE,162.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,April,THAILAND,FREIGHT ON BOARD PRICE,154.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,April,THAILAND,FREIGHT ON BOARD PRICE,139,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,April,THAILAND,FREIGHT ON BOARD PRICE,134.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,April,THAILAND,FREIGHT ON BOARD PRICE,122,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,April,THAILAND,FREIGHT ON BOARD PRICE,120.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,May,THAILAND,FREIGHT ON BOARD PRICE,311,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,May,THAILAND,FREIGHT ON BOARD PRICE,171.67,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,May,THAILAND,FREIGHT ON BOARD PRICE,170.67,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,2000,May,THAILAND,FREIGHT ON BOARD PRICE,164.33,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,2000,May,THAILAND,FREIGHT ON BOARD PRICE,154,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,2000,May,THAILAND,FREIGHT ON BOARD PRICE,142,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,2000,May,THAILAND,FREIGHT ON BOARD PRICE,138.33,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,2000,May,THAILAND,FREIGHT ON BOARD PRICE,125,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,2000,May,THAILAND,FREIGHT ON BOARD PRICE,123,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,2000,June,THAILAND,FREIGHT ON BOARD PRICE,292,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,2000,June,THAILAND,FREIGHT ON BOARD PRICE,176.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,2000,June,THAILAND,FREIGHT ON BOARD PRICE,179.5,DOLLARS PER METRIC TON
